EntryID	OrganismName	Kingdom	SequenceLength	SPStart	SPEnd
Q6UXN9	Homo sapiens	Metazoa	313	None	None
Q6UXY1	Homo sapiens	Metazoa	529	None	None
Q6VMQ6	Homo sapiens	Metazoa	1270	None	None
Q6W0C5	Homo sapiens	Metazoa	159	None	None
Q6XR72	Homo sapiens	Metazoa	485	None	None
Q6XYQ8	Homo sapiens	Metazoa	523	None	None
Q6YBV0	Homo sapiens	Metazoa	504	None	None
Q6ZMQ8	Homo sapiens	Metazoa	1374	None	None
Q6ZMR5	Homo sapiens	Metazoa	418	None	None
Q6ZMY3	Homo sapiens	Metazoa	1216	None	None
Q6ZN30	Homo sapiens	Metazoa	1099	None	None
Q6ZN57	Homo sapiens	Metazoa	461	None	None
Q6ZP82	Homo sapiens	Metazoa	1530	None	None
Q6ZQY3	Homo sapiens	Metazoa	521	None	None
Q6ZRV2	Homo sapiens	Metazoa	1179	None	None
Q6ZS17	Homo sapiens	Metazoa	1223	None	None
Q6ZSY5	Homo sapiens	Metazoa	799	None	None
Q6ZU35	Homo sapiens	Metazoa	1233	None	None
Q6ZU52	Homo sapiens	Metazoa	694	None	None
Q6ZUT1	Homo sapiens	Metazoa	292	None	None
Q6ZUX7	Homo sapiens	Metazoa	228	None	None
Q6ZVK8	Homo sapiens	Metazoa	323	None	None
Q6ZWL3	Homo sapiens	Metazoa	525	None	None
Q70CQ3	Homo sapiens	Metazoa	517	None	None
Q70EK8	Homo sapiens	Metazoa	1073	None	None
Q70EL1	Homo sapiens	Metazoa	1684	None	None
Q70EL4	Homo sapiens	Metazoa	1123	None	None
Q70UQ0	Homo sapiens	Metazoa	350	None	None
Q71F23	Homo sapiens	Metazoa	418	None	None
Q71RG4	Homo sapiens	Metazoa	321	None	None
Q75N03	Homo sapiens	Metazoa	491	None	None
Q765P7	Homo sapiens	Metazoa	747	None	None
Q7L099	Homo sapiens	Metazoa	469	None	None
Q7L0J3	Homo sapiens	Metazoa	742	None	None
Q7L0Y3	Homo sapiens	Metazoa	403	None	None
Q7L1Q6	Homo sapiens	Metazoa	419	None	None
Q7L266	Homo sapiens	Metazoa	308	None	None
Q7L2J0	Homo sapiens	Metazoa	689	None	None
Q7L4E1	Homo sapiens	Metazoa	593	None	None
Q7L592	Homo sapiens	Metazoa	441	None	None
Q7L5A3	Homo sapiens	Metazoa	538	None	None
Q7L5Y9	Homo sapiens	Metazoa	396	None	None
Q7L775	Homo sapiens	Metazoa	607	None	None
Q7L7V1	Homo sapiens	Metazoa	743	None	None
Q7LBE3	Homo sapiens	Metazoa	791	None	None
Q7LDG7	Homo sapiens	Metazoa	609	None	None
Q7LFX5	Homo sapiens	Metazoa	561	None	None
Q7RTP0	Homo sapiens	Metazoa	329	None	None
Q7RTR0	Homo sapiens	Metazoa	991	None	None
Q7RTS3	Homo sapiens	Metazoa	328	None	None
Q7Z2G1	Homo sapiens	Metazoa	153	None	None
Q7Z2H8	Homo sapiens	Metazoa	476	None	None
Q7Z2Y5	Homo sapiens	Metazoa	1582	None	None
Q7Z2Z1	Homo sapiens	Metazoa	1910	None	None
Q7Z333	Homo sapiens	Metazoa	2677	None	None
Q7Z3B3	Homo sapiens	Metazoa	1105	None	None
Q7Z3F1	Homo sapiens	Metazoa	870	None	None
Q7Z3H0	Homo sapiens	Metazoa	452	None	None
Q7Z3H4	Homo sapiens	Metazoa	446	None	None
Q7Z3K6	Homo sapiens	Metazoa	550	None	None
Q7Z3U7	Homo sapiens	Metazoa	1717	None	None
Q7Z417	Homo sapiens	Metazoa	695	None	None
Q7Z434	Homo sapiens	Metazoa	540	None	None
Q7Z478	Homo sapiens	Metazoa	1369	None	None
Q7Z4L5	Homo sapiens	Metazoa	1316	None	None
Q7Z4W3	Homo sapiens	Metazoa	81	None	None
Q7Z570	Homo sapiens	Metazoa	1209	None	None
Q7Z5Q1	Homo sapiens	Metazoa	589	None	None
Q7Z5W3	Homo sapiens	Metazoa	292	None	None
Q7Z624	Homo sapiens	Metazoa	323	None	None
Q7Z628	Homo sapiens	Metazoa	596	None	None
Q7Z6G3	Homo sapiens	Metazoa	386	None	None
Q7Z6J4	Homo sapiens	Metazoa	655	None	None
Q7Z6L0	Homo sapiens	Metazoa	340	None	None
Q7Z6M4	Homo sapiens	Metazoa	381	None	None
Q7Z794	Homo sapiens	Metazoa	578	None	None
Q7Z7A4	Homo sapiens	Metazoa	578	None	None
Q7Z7G8	Homo sapiens	Metazoa	4022	None	None
Q7Z7L7	Homo sapiens	Metazoa	766	None	None
Q86SE9	Homo sapiens	Metazoa	256	None	None
Q86SG2	Homo sapiens	Metazoa	305	None	None
Q86SG5	Homo sapiens	Metazoa	101	None	None
Q86SG6	Homo sapiens	Metazoa	692	None	None
Q86SQ0	Homo sapiens	Metazoa	1253	None	None
Q86SS6	Homo sapiens	Metazoa	491	None	None
Q86T82	Homo sapiens	Metazoa	979	None	None
Q86TB3	Homo sapiens	Metazoa	2170	None	None
Q86TI2	Homo sapiens	Metazoa	863	None	None
Q86TM3	Homo sapiens	Metazoa	631	None	None
Q86U06	Homo sapiens	Metazoa	439	None	None
Q86U90	Homo sapiens	Metazoa	279	None	None
Q86UA6	Homo sapiens	Metazoa	219	None	None
Q86UD0	Homo sapiens	Metazoa	394	None	None
Q86UD3	Homo sapiens	Metazoa	253	None	None
Q86UD5	Homo sapiens	Metazoa	537	None	None
Q86UK7	Homo sapiens	Metazoa	904	None	None
Q86UV6	Homo sapiens	Metazoa	250	None	None
Q86UW7	Homo sapiens	Metazoa	1296	None	None
Q86UW9	Homo sapiens	Metazoa	622	None	None
Q86V24	Homo sapiens	Metazoa	386	None	None
Q86V97	Homo sapiens	Metazoa	674	None	None
Q86VE0	Homo sapiens	Metazoa	399	None	None
Q86VF2	Homo sapiens	Metazoa	1251	None	None
Q86VK4	Homo sapiens	Metazoa	478	None	None
Q86VL8	Homo sapiens	Metazoa	602	None	None
Q86VM9	Homo sapiens	Metazoa	953	None	None
Q86VP3	Homo sapiens	Metazoa	889	None	None
Q86VQ0	Homo sapiens	Metazoa	697	None	None
Q86VQ3	Homo sapiens	Metazoa	553	None	None
Q86VW2	Homo sapiens	Metazoa	580	None	None
Q86W26	Homo sapiens	Metazoa	655	None	None
Q86W47	Homo sapiens	Metazoa	210	None	None
Q86WB0	Homo sapiens	Metazoa	502	None	None
Q86WG3	Homo sapiens	Metazoa	371	None	None
Q86WV5	Homo sapiens	Metazoa	123	None	None
Q86WV6	Homo sapiens	Metazoa	379	None	None
Q86X29	Homo sapiens	Metazoa	649	None	None
Q86XJ1	Homo sapiens	Metazoa	694	None	None
Q86XT2	Homo sapiens	Metazoa	251	None	None
Q86Y07	Homo sapiens	Metazoa	508	None	None
Q86Y33	Homo sapiens	Metazoa	519	None	None
Q86Y38	Homo sapiens	Metazoa	959	None	None
Q86Y56	Homo sapiens	Metazoa	855	None	None
Q86YD7	Homo sapiens	Metazoa	464	None	None
Q86YL5	Homo sapiens	Metazoa	185	None	None
Q86YN6	Homo sapiens	Metazoa	1023	None	None
Q86YS7	Homo sapiens	Metazoa	1000	None	None
Q86YW0	Homo sapiens	Metazoa	608	None	None
Q86YZ3	Homo sapiens	Metazoa	2850	None	None
Q86Z02	Homo sapiens	Metazoa	1210	None	None
Q8IU81	Homo sapiens	Metazoa	584	None	None
Q8IUC3	Homo sapiens	Metazoa	87	None	None
Q8IUD2	Homo sapiens	Metazoa	1116	None	None
Q8IUG1	Homo sapiens	Metazoa	167	None	None
Q8IUH4	Homo sapiens	Metazoa	622	None	None
Q8IUR7	Homo sapiens	Metazoa	673	None	None
Q8IUW3	Homo sapiens	Metazoa	424	None	None
Q8IUY3	Homo sapiens	Metazoa	354	None	None
Q8IV08	Homo sapiens	Metazoa	490	None	None
Q8IV36	Homo sapiens	Metazoa	788	None	None
Q8IVF5	Homo sapiens	Metazoa	1701	None	None
Q8IVG5	Homo sapiens	Metazoa	1584	None	None
Q8IVH4	Homo sapiens	Metazoa	418	None	None
Q8IVI9	Homo sapiens	Metazoa	506	None	None
Q8IVM8	Homo sapiens	Metazoa	553	None	None
Q8IVS8	Homo sapiens	Metazoa	523	None	None
Q8IVT2	Homo sapiens	Metazoa	679	None	None
Q8IVT5	Homo sapiens	Metazoa	923	None	None
Q8IW40	Homo sapiens	Metazoa	242	None	None
Q8IW41	Homo sapiens	Metazoa	473	None	None
Q8IWA5	Homo sapiens	Metazoa	706	None	None
Q8IWJ2	Homo sapiens	Metazoa	1684	None	None
Q8IWL8	Homo sapiens	Metazoa	128	None	None
Q8IWN7	Homo sapiens	Metazoa	2400	None	None
Q8IWT3	Homo sapiens	Metazoa	2517	None	None
Q8IWU2	Homo sapiens	Metazoa	1503	None	None
Q8IWU9	Homo sapiens	Metazoa	490	None	None
Q8IWV1	Homo sapiens	Metazoa	398	None	None
Q8IX03	Homo sapiens	Metazoa	1113	None	None
Q8IX90	Homo sapiens	Metazoa	412	None	None
Q8IXI1	Homo sapiens	Metazoa	618	None	None
Q8IXI2	Homo sapiens	Metazoa	618	None	None
Q8IXM2	Homo sapiens	Metazoa	172	None	None
Q8IXN7	Homo sapiens	Metazoa	391	None	None
Q8IXQ9	Homo sapiens	Metazoa	262	None	None
Q8IY18	Homo sapiens	Metazoa	1101	None	None
Q8IY22	Homo sapiens	Metazoa	773	None	None
Q8IY31	Homo sapiens	Metazoa	132	None	None
Q8IY57	Homo sapiens	Metazoa	180	None	None
Q8IYB1	Homo sapiens	Metazoa	491	None	None
Q8IYB5	Homo sapiens	Metazoa	467	None	None
Q8IYB8	Homo sapiens	Metazoa	786	None	None
Q8IYF3	Homo sapiens	Metazoa	940	None	None
Q8IYI0	Homo sapiens	Metazoa	205	None	None
Q8IYJ1	Homo sapiens	Metazoa	553	None	None
Q8IYM1	Homo sapiens	Metazoa	358	None	None
Q8IYM2	Homo sapiens	Metazoa	578	None	None
Q8IYR0	Homo sapiens	Metazoa	622	None	None
Q8IYT1	Homo sapiens	Metazoa	594	None	None
Q8IYT8	Homo sapiens	Metazoa	1036	None	None
Q8IYX3	Homo sapiens	Metazoa	613	None	None
Q8IYX4	Homo sapiens	Metazoa	353	None	None
Q8IYY4	Homo sapiens	Metazoa	767	None	None
Q8IZ08	Homo sapiens	Metazoa	494	None	None
Q8IZ20	Homo sapiens	Metazoa	524	None	None
Q8IZ21	Homo sapiens	Metazoa	702	None	None
Q8IZC7	Homo sapiens	Metazoa	436	None	None
Q8IZH2	Homo sapiens	Metazoa	1706	None	None
Q8IZL2	Homo sapiens	Metazoa	1156	None	None
Q8IZL9	Homo sapiens	Metazoa	346	None	None
Q8IZT8	Homo sapiens	Metazoa	346	None	None
Q8IZU0	Homo sapiens	Metazoa	186	None	None
Q8N0V3	Homo sapiens	Metazoa	343	None	None
Q8N0W3	Homo sapiens	Metazoa	1084	None	None
Q8N0X4	Homo sapiens	Metazoa	340	None	None
Q8N100	Homo sapiens	Metazoa	152	None	None
Q8N137	Homo sapiens	Metazoa	903	None	None
Q8N1G0	Homo sapiens	Metazoa	1237	None	None
Q8N1H7	Homo sapiens	Metazoa	587	None	None
Q8N1K5	Homo sapiens	Metazoa	641	None	None
Q8N1N4	Homo sapiens	Metazoa	520	None	None
Q8N2F6	Homo sapiens	Metazoa	343	None	None
Q8N2H4	Homo sapiens	Metazoa	156	None	None
Q8N2K1	Homo sapiens	Metazoa	259	None	None
Q8N2M4	Homo sapiens	Metazoa	240	None	None
Q8N2N9	Homo sapiens	Metazoa	1353	None	None
Q8N2Y8	Homo sapiens	Metazoa	1516	None	None
Q8N393	Homo sapiens	Metazoa	782	None	None
Q8N3J5	Homo sapiens	Metazoa	372	None	None
Q8N3K9	Homo sapiens	Metazoa	4069	None	None
Q8N427	Homo sapiens	Metazoa	588	None	None
Q8N490	Homo sapiens	Metazoa	385	None	None
Q8N4C7	Homo sapiens	Metazoa	294	None	None
Q8N4C8	Homo sapiens	Metazoa	1332	None	None
Q8N4M1	Homo sapiens	Metazoa	653	None	None
Q8N4X5	Homo sapiens	Metazoa	818	None	None
Q8N4Y2	Homo sapiens	Metazoa	399	None	None
Q8N511	Homo sapiens	Metazoa	208	None	None
Q8N568	Homo sapiens	Metazoa	766	None	None
Q8N5G0	Homo sapiens	Metazoa	67	None	None
Q8N5Y8	Homo sapiens	Metazoa	322	None	None
Q8N608	Homo sapiens	Metazoa	796	None	None
Q8N653	Homo sapiens	Metazoa	840	None	None
Q8N661	Homo sapiens	Metazoa	226	None	None
Q8N684	Homo sapiens	Metazoa	471	None	None
Q8N6K7	Homo sapiens	Metazoa	520	None	None
Q8N6R0	Homo sapiens	Metazoa	699	None	None
Q8N6T3	Homo sapiens	Metazoa	406	None	None
Q8N7J2	Homo sapiens	Metazoa	671	None	None
Q8N7U6	Homo sapiens	Metazoa	833	None	None
Q8N7U7	Homo sapiens	Metazoa	411	None	None
Q8N7W2	Homo sapiens	Metazoa	413	None	None
Q8N8Q8	Homo sapiens	Metazoa	333	None	None
Q8N8R3	Homo sapiens	Metazoa	303	None	None
Q8N8X9	Homo sapiens	Metazoa	362	None	None
Q8N983	Homo sapiens	Metazoa	215	None	None
Q8N999	Homo sapiens	Metazoa	325	None	None
Q8N9F0	Homo sapiens	Metazoa	302	None	None
Q8N9I0	Homo sapiens	Metazoa	419	None	None
Q8N9N2	Homo sapiens	Metazoa	400	None	None
Q8N9N8	Homo sapiens	Metazoa	165	None	None
Q8NA29	Homo sapiens	Metazoa	543	None	None
Q8NA42	Homo sapiens	Metazoa	475	None	None
Q8NA58	Homo sapiens	Metazoa	520	None	None
Q8NA77	Homo sapiens	Metazoa	164	None	None
Q8NAP8	Homo sapiens	Metazoa	495	None	None
Q8NB25	Homo sapiens	Metazoa	1140	None	None
Q8NB49	Homo sapiens	Metazoa	1132	None	None
Q8NBA8	Homo sapiens	Metazoa	298	None	None
Q8NBB4	Homo sapiens	Metazoa	408	None	None
Q8NBD8	Homo sapiens	Metazoa	167	None	None
Q8NBF1	Homo sapiens	Metazoa	620	None	None
Q8NBI2	Homo sapiens	Metazoa	242	None	None
Q8NBI5	Homo sapiens	Metazoa	491	None	None
Q8NBR6	Homo sapiens	Metazoa	621	None	None
Q8NBT0	Homo sapiens	Metazoa	407	None	None
Q8NBV8	Homo sapiens	Metazoa	387	None	None
Q8NC56	Homo sapiens	Metazoa	503	None	None
Q8NCC5	Homo sapiens	Metazoa	494	None	None
Q8NCE2	Homo sapiens	Metazoa	650	None	None
Q8NCG7	Homo sapiens	Metazoa	672	None	None
Q8NCR6	Homo sapiens	Metazoa	262	None	None
Q8NCT1	Homo sapiens	Metazoa	418	None	None
Q8ND56	Homo sapiens	Metazoa	463	None	None
Q8NDB2	Homo sapiens	Metazoa	785	None	None
Q8NDC4	Homo sapiens	Metazoa	146	None	None
Q8NDL9	Homo sapiens	Metazoa	886	None	None
Q8NDT2	Homo sapiens	Metazoa	890	None	None
Q8NDV7	Homo sapiens	Metazoa	1962	None	None
Q8NDX2	Homo sapiens	Metazoa	589	None	None
Q8NEB5	Homo sapiens	Metazoa	264	None	None
Q8NEB9	Homo sapiens	Metazoa	887	None	None
Q8NEL9	Homo sapiens	Metazoa	900	None	None
Q8NET6	Homo sapiens	Metazoa	341	None	None
Q8NET8	Homo sapiens	Metazoa	790	None	None
Q8NEU8	Homo sapiens	Metazoa	664	None	None
Q8NEY8	Homo sapiens	Metazoa	458	None	None
Q8NF64	Homo sapiens	Metazoa	920	None	None
Q8NFF5	Homo sapiens	Metazoa	587	None	None
Q8NFJ5	Homo sapiens	Metazoa	357	None	None
Q8NFM4	Homo sapiens	Metazoa	1077	None	None
Q8NFP7	Homo sapiens	Metazoa	164	None	None
Q8NFR3	Homo sapiens	Metazoa	76	None	None
Q8NFU5	Homo sapiens	Metazoa	416	None	None
Q8NFW9	Homo sapiens	Metazoa	859	None	None
Q8NFX7	Homo sapiens	Metazoa	210	None	None
Q8NG66	Homo sapiens	Metazoa	645	None	None
Q8NHE4	Homo sapiens	Metazoa	81	None	None
Q8NHP6	Homo sapiens	Metazoa	518	None	None
Q8NHU3	Homo sapiens	Metazoa	365	None	None
Q8NI35	Homo sapiens	Metazoa	1801	None	None
Q8TAA9	Homo sapiens	Metazoa	524	None	None
Q8TAC2	Homo sapiens	Metazoa	188	None	None
Q8TAC9	Homo sapiens	Metazoa	235	None	None
Q8TAD4	Homo sapiens	Metazoa	765	None	None
Q8TAF8	Homo sapiens	Metazoa	219	None	None
Q8TAM1	Homo sapiens	Metazoa	723	None	None
Q8TAP8	Homo sapiens	Metazoa	253	None	None
Q8TAU0	Homo sapiens	Metazoa	364	None	None
Q8TAU3	Homo sapiens	Metazoa	575	None	None
Q8TB61	Homo sapiens	Metazoa	432	None	None
Q8TB72	Homo sapiens	Metazoa	1066	None	None
Q8TBB1	Homo sapiens	Metazoa	728	None	None
Q8TBC3	Homo sapiens	Metazoa	707	None	None
Q8TBE0	Homo sapiens	Metazoa	780	None	None
Q8TBE3	Homo sapiens	Metazoa	224	None	None
Q8TBZ2	Homo sapiens	Metazoa	984	None	None
Q8TBZ6	Homo sapiens	Metazoa	339	None	None
Q8TC41	Homo sapiens	Metazoa	542	None	None
Q8TCD5	Homo sapiens	Metazoa	201	None	None
Q8TCE9	Homo sapiens	Metazoa	139	None	None
Q8TCF1	Homo sapiens	Metazoa	268	None	None
Q8TCG1	Homo sapiens	Metazoa	905	None	None
Q8TCG5	Homo sapiens	Metazoa	803	None	None
Q8TCT6	Homo sapiens	Metazoa	384	None	None
Q8TCT9	Homo sapiens	Metazoa	377	None	None
Q8TCX1	Homo sapiens	Metazoa	351	None	None
Q8TD10	Homo sapiens	Metazoa	442	None	None
Q8TD17	Homo sapiens	Metazoa	642	None	None
Q8TD91	Homo sapiens	Metazoa	643	None	None
Q8TDC0	Homo sapiens	Metazoa	251	None	None
Q8TDG4	Homo sapiens	Metazoa	1101	None	None
Q8TDH9	Homo sapiens	Metazoa	187	None	None
Q8TDJ6	Homo sapiens	Metazoa	3036	None	None
Q8TDN1	Homo sapiens	Metazoa	519	None	None
Q8TDN7	Homo sapiens	Metazoa	264	None	None
Q8TDQ7	Homo sapiens	Metazoa	276	None	None
Q8TE12	Homo sapiens	Metazoa	382	None	None
Q8TE73	Homo sapiens	Metazoa	4624	None	None
Q8TE76	Homo sapiens	Metazoa	937	None	None
Q8TE77	Homo sapiens	Metazoa	659	None	None
Q8TEB9	Homo sapiens	Metazoa	315	None	None
Q8TEJ3	Homo sapiens	Metazoa	882	None	None
Q8TEP8	Homo sapiens	Metazoa	2537	None	None
Q8TEQ8	Homo sapiens	Metazoa	1089	None	None
Q8TEW0	Homo sapiens	Metazoa	1356	None	None
Q8TEW8	Homo sapiens	Metazoa	1205	None	None
Q8TF09	Homo sapiens	Metazoa	96	None	None
Q8TF74	Homo sapiens	Metazoa	440	None	None
Q8WTS1	Homo sapiens	Metazoa	349	None	None
Q8WTS6	Homo sapiens	Metazoa	366	None	None
Q8WTT0	Homo sapiens	Metazoa	213	None	None
Q8WTV0	Homo sapiens	Metazoa	552	None	None
Q8WTV1	Homo sapiens	Metazoa	239	None	None
Q8WU79	Homo sapiens	Metazoa	429	None	None
Q8WU90	Homo sapiens	Metazoa	426	None	None
Q8WUE5	Homo sapiens	Metazoa	264	None	None
Q8WUK0	Homo sapiens	Metazoa	201	None	None
Q8WUW1	Homo sapiens	Metazoa	75	None	None
Q8WUX1	Homo sapiens	Metazoa	472	None	None
Q8WV37	Homo sapiens	Metazoa	535	None	None
Q8WV41	Homo sapiens	Metazoa	574	None	None
Q8WV74	Homo sapiens	Metazoa	236	None	None
Q8WV93	Homo sapiens	Metazoa	481	None	None
Q8WVB3	Homo sapiens	Metazoa	486	None	None
Q8WVB6	Homo sapiens	Metazoa	975	None	None
Q8WVD3	Homo sapiens	Metazoa	245	None	None
Q8WVD5	Homo sapiens	Metazoa	230	None	None
Q8WVJ2	Homo sapiens	Metazoa	157	None	None
Q8WVK2	Homo sapiens	Metazoa	155	None	None
Q8WVK7	Homo sapiens	Metazoa	121	None	None
Q8WVM0	Homo sapiens	Metazoa	346	None	None
Q8WVQ1	Homo sapiens	Metazoa	401	None	None
Q8WVV4	Homo sapiens	Metazoa	589	None	None
Q8WVV9	Homo sapiens	Metazoa	542	None	None
Q8WVX3	Homo sapiens	Metazoa	66	None	None
Q8WVX9	Homo sapiens	Metazoa	515	None	None
Q8WWC4	Homo sapiens	Metazoa	291	None	None
Q8WWL7	Homo sapiens	Metazoa	1395	None	None
Q8WWY6	Homo sapiens	Metazoa	194	None	None
Q8WXC6	Homo sapiens	Metazoa	57	None	None
Q8WXD0	Homo sapiens	Metazoa	754	None	None
Q8WXE9	Homo sapiens	Metazoa	905	None	None
Q8WXF7	Homo sapiens	Metazoa	558	None	None
Q8WXF8	Homo sapiens	Metazoa	326	None	None
Q8WXG1	Homo sapiens	Metazoa	361	None	None
Q8WXI3	Homo sapiens	Metazoa	467	None	None
Q8WXI8	Homo sapiens	Metazoa	215	None	None
Q8WXX7	Homo sapiens	Metazoa	1259	None	None
Q8WY54	Homo sapiens	Metazoa	755	None	None
Q8WYB5	Homo sapiens	Metazoa	2073	None	None
Q8WYK0	Homo sapiens	Metazoa	555	None	None
Q8WYK2	Homo sapiens	Metazoa	163	None	None
Q8WYN0	Homo sapiens	Metazoa	398	None	None
Q92466	Homo sapiens	Metazoa	427	None	None
Q92478	Homo sapiens	Metazoa	149	None	None
Q92499	Homo sapiens	Metazoa	740	None	None
Q92503	Homo sapiens	Metazoa	715	None	None
Q92521	Homo sapiens	Metazoa	554	None	None
Q92530	Homo sapiens	Metazoa	271	None	None
Q92546	Homo sapiens	Metazoa	391	None	None
Q92585	Homo sapiens	Metazoa	1016	None	None
Q92609	Homo sapiens	Metazoa	795	None	None
Q92613	Homo sapiens	Metazoa	823	None	None
Q92616	Homo sapiens	Metazoa	2671	None	None
Q92618	Homo sapiens	Metazoa	1163	None	None
Q92696	Homo sapiens	Metazoa	567	None	None
Q92748	Homo sapiens	Metazoa	146	None	None
Q92754	Homo sapiens	Metazoa	450	None	None
Q92781	Homo sapiens	Metazoa	318	None	None
Q92786	Homo sapiens	Metazoa	737	None	None
Q92796	Homo sapiens	Metazoa	817	None	None
Q92802	Homo sapiens	Metazoa	583	None	None
Q92817	Homo sapiens	Metazoa	2033	None	None
Q92831	Homo sapiens	Metazoa	832	None	None
Q92834	Homo sapiens	Metazoa	1020	None	None
Q92858	Homo sapiens	Metazoa	354	None	None
Q92890	Homo sapiens	Metazoa	307	None	None
Q92905	Homo sapiens	Metazoa	334	None	None
Q92913	Homo sapiens	Metazoa	245	None	None
Q92918	Homo sapiens	Metazoa	833	None	None
Q92947	Homo sapiens	Metazoa	438	None	None
Q92963	Homo sapiens	Metazoa	219	None	None
Q92968	Homo sapiens	Metazoa	403	None	None
Q92973	Homo sapiens	Metazoa	898	None	None
Q92979	Homo sapiens	Metazoa	244	None	None
Q92985	Homo sapiens	Metazoa	503	None	None
Q93008	Homo sapiens	Metazoa	2554	None	None
Q93034	Homo sapiens	Metazoa	780	None	None
Q93050	Homo sapiens	Metazoa	837	None	None
Q93052	Homo sapiens	Metazoa	612	None	None
Q93063	Homo sapiens	Metazoa	718	None	None
Q969G5	Homo sapiens	Metazoa	261	None	None
Q969K4	Homo sapiens	Metazoa	478	None	None
Q969M7	Homo sapiens	Metazoa	185	None	None
Q969Q1	Homo sapiens	Metazoa	353	None	None
Q969S8	Homo sapiens	Metazoa	669	None	None
Q969T7	Homo sapiens	Metazoa	300	None	None
Q969W0	Homo sapiens	Metazoa	71	None	None
Q96A11	Homo sapiens	Metazoa	431	None	None
Q96A26	Homo sapiens	Metazoa	154	None	None
Q96A58	Homo sapiens	Metazoa	199	None	None
Q96A65	Homo sapiens	Metazoa	974	None	None
Q96AA8	Homo sapiens	Metazoa	810	None	None
Q96AD5	Homo sapiens	Metazoa	504	None	None
Q96AE7	Homo sapiens	Metazoa	1141	None	None
Q96AP4	Homo sapiens	Metazoa	578	None	None
Q96AX2	Homo sapiens	Metazoa	223	None	None
Q96AY2	Homo sapiens	Metazoa	570	None	None
Q96AY4	Homo sapiens	Metazoa	2481	None	None
Q96B97	Homo sapiens	Metazoa	665	None	None
Q96BD6	Homo sapiens	Metazoa	273	None	None
Q96BJ3	Homo sapiens	Metazoa	306	None	None
Q96BM9	Homo sapiens	Metazoa	186	None	None
Q96BR6	Homo sapiens	Metazoa	464	None	None
Q96BW1	Homo sapiens	Metazoa	309	None	None
Q96BY2	Homo sapiens	Metazoa	351	None	None
Q96C00	Homo sapiens	Metazoa	473	None	None
Q96C03	Homo sapiens	Metazoa	454	None	None
Q96C11	Homo sapiens	Metazoa	551	None	None
Q96C12	Homo sapiens	Metazoa	935	None	None
Q96C23	Homo sapiens	Metazoa	342	None	None
Q96C24	Homo sapiens	Metazoa	671	None	None
Q96C45	Homo sapiens	Metazoa	1275	None	None
Q96CB8	Homo sapiens	Metazoa	462	None	None
Q96CB9	Homo sapiens	Metazoa	384	None	None
Q96CE8	Homo sapiens	Metazoa	201	None	None
Q96CK0	Homo sapiens	Metazoa	615	None	None
Q96CS3	Homo sapiens	Metazoa	445	None	None
Q96CS7	Homo sapiens	Metazoa	222	None	None
Q96D09	Homo sapiens	Metazoa	838	None	None
Q96D31	Homo sapiens	Metazoa	301	None	None
Q96DA6	Homo sapiens	Metazoa	116	None	None
Q96DF8	Homo sapiens	Metazoa	476	None	None
Q96DT6	Homo sapiens	Metazoa	458	None	None
Q96DU7	Homo sapiens	Metazoa	683	None	None
Q96DZ5	Homo sapiens	Metazoa	547	None	None
Q96E11	Homo sapiens	Metazoa	262	None	None
Q96E14	Homo sapiens	Metazoa	147	None	None
Q96E40	Homo sapiens	Metazoa	222	None	None
Q96E52	Homo sapiens	Metazoa	524	None	None
Q96EB1	Homo sapiens	Metazoa	424	None	None
Q96EC8	Homo sapiens	Metazoa	236	None	None
Q96ED9	Homo sapiens	Metazoa	719	None	None
Q96EM0	Homo sapiens	Metazoa	354	None	None
Q96EP1	Homo sapiens	Metazoa	664	None	None
Q96EU6	Homo sapiens	Metazoa	259	None	None
Q96EV2	Homo sapiens	Metazoa	1170	None	None
Q96EY1	Homo sapiens	Metazoa	480	None	None
Q96EY4	Homo sapiens	Metazoa	203	None	None
Q96F15	Homo sapiens	Metazoa	307	None	None
Q96FH0	Homo sapiens	Metazoa	119	None	None
Q96FV9	Homo sapiens	Metazoa	657	None	None
Q96FW1	Homo sapiens	Metazoa	271	None	None
Q96FX2	Homo sapiens	Metazoa	82	None	None
Q96FX8	Homo sapiens	Metazoa	193	None	None
Q96FZ7	Homo sapiens	Metazoa	201	None	None
Q96G21	Homo sapiens	Metazoa	291	None	None
Q96G79	Homo sapiens	Metazoa	324	None	None
Q96G97	Homo sapiens	Metazoa	398	None	None
Q96GC6	Homo sapiens	Metazoa	653	None	None
Q96GE4	Homo sapiens	Metazoa	821	None	None
Q96GE6	Homo sapiens	Metazoa	196	None	None
Q96GF1	Homo sapiens	Metazoa	192	None	None
Q96GG9	Homo sapiens	Metazoa	259	None	None
Q96GM5	Homo sapiens	Metazoa	515	None	None
Q96GX9	Homo sapiens	Metazoa	242	None	None
Q96H55	Homo sapiens	Metazoa	970	None	None
Q96HA1	Homo sapiens	Metazoa	1249	None	None
Q96HH6	Homo sapiens	Metazoa	336	None	None
Q96HH9	Homo sapiens	Metazoa	432	None	None
Q96HP8	Homo sapiens	Metazoa	235	None	None
Q96HR8	Homo sapiens	Metazoa	494	None	None
Q96HR9	Homo sapiens	Metazoa	211	None	None
Q96HS1	Homo sapiens	Metazoa	289	None	None
Q96HU1	Homo sapiens	Metazoa	749	None	None
Q96I15	Homo sapiens	Metazoa	445	None	None
