Accession	Organism	Kingdom	Sequence length	N-term transmembrane
P22141	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	198	False
Q9H8M2	Homo sapiens	Metazoa	597	False
O01811	Caenorhabditis elegans	Metazoa	377	True
O94687	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	549	False
Q9CZW6	Mus musculus	Metazoa	359	False
Q69ZR9	Mus musculus	Metazoa	1610	False
Q06184	Euplotes crassus	Other	446	False
Q8NFF5	Homo sapiens	Metazoa	587	False
O48721	Arabidopsis thaliana	Viridiplantae	321	False
Q8R4U1	Mus musculus	Metazoa	393	False
Q9EQ61	Mus musculus	Metazoa	584	False
Q9SLJ2	Arabidopsis thaliana	Viridiplantae	98	False
Q80UF7	Mus musculus	Metazoa	732	False
Q9UTT2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1206	False
Q9SYM0	Arabidopsis thaliana	Viridiplantae	333	False
O74359	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	663	False
Q9FNP4	Arabidopsis thaliana	Viridiplantae	174	False
O97965	Ovis aries	Metazoa	110	False
Q9Y5W9	Homo sapiens	Metazoa	270	False
Q9VXG1	Drosophila melanogaster	Metazoa	1959	False
P23255	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1407	False
Q8WXC6	Homo sapiens	Metazoa	57	False
O62203	Caenorhabditis elegans	Metazoa	1073	False
P47045	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	478	True
Q1K4P1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	129	False
Q9U2M1	Caenorhabditis elegans	Metazoa	1499	False
F4JZG9	Arabidopsis thaliana	Viridiplantae	384	False
Q9NX52	Homo sapiens	Metazoa	303	True
Q9FXD6	Arabidopsis thaliana	Viridiplantae	521	False
Q17604	Caenorhabditis elegans	Metazoa	161	False
P36877	Rattus norvegicus	Metazoa	443	False
P21827	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	482	False
Q9UHP7	Homo sapiens	Metazoa	191	False
Q9NEZ5	Caenorhabditis elegans	Metazoa	350	False
P18583	Homo sapiens	Metazoa	2426	False
P09595	Spinacia oleracea	Viridiplantae	218	False
P32903	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	40	True
P80667	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	386	False
P07270	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	312	False
Q54QQ1	Dictyostelium discoideum	Other	1387	False
H2L0G5	Caenorhabditis elegans	Metazoa	1367	False
P53051	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	589	False
P35790	Homo sapiens	Metazoa	457	False
P0C0A9	Rattus norvegicus	Metazoa	76	False
P46818	Sinapis alba	Viridiplantae	1078	False
P35169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2470	False
Q9C108	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	163	False
P46736	Homo sapiens	Metazoa	316	False
Q8S9K3	Arabidopsis thaliana	Viridiplantae	758	False
Q8SXD4	Drosophila melanogaster	Metazoa	1122	False
Q07824	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	586	False
P92276	Chlamydomonas reinhardtii	Viridiplantae	62	True
O09111	Mus musculus	Metazoa	151	True
Q9ULV3	Homo sapiens	Metazoa	898	False
Q9DC04	Mus musculus	Metazoa	966	False
O95989	Homo sapiens	Metazoa	172	False
Q0WNB1	Arabidopsis thaliana	Viridiplantae	243	False
Q9LS90	Arabidopsis thaliana	Viridiplantae	460	False
Q8ND76	Homo sapiens	Metazoa	341	False
P87297	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	90	False
P16547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	393	True
O35144	Mus musculus	Metazoa	541	False
Q9Y4Z0	Homo sapiens	Metazoa	139	False
Q9Y512	Homo sapiens	Metazoa	469	False
Q562E2	Mus musculus	Metazoa	927	False
Q96E09	Homo sapiens	Metazoa	287	False
Q8WXI7	Homo sapiens	Metazoa	14507	False
P82922	Bos taurus	Metazoa	397	False
P39735	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	261	False
P14137	Rattus norvegicus	Metazoa	526	False
O14122	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	734	False
Q3UHC2	Mus musculus	Metazoa	2014	False
Q8TAF3	Homo sapiens	Metazoa	677	False
Q9VGH1	Drosophila melanogaster	Metazoa	520	False
Q07938	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	337	False
Q9NVI7	Homo sapiens	Metazoa	586	False
Q9Y3E7	Homo sapiens	Metazoa	222	False
Q9VW51	Drosophila melanogaster	Metazoa	1059	False
Q8VCM2	Mus musculus	Metazoa	349	False
Q64MA3	Oryza sativa subsp. japonica	Viridiplantae	629	False
Q17RH7	Homo sapiens	Metazoa	139	False
Q24562	Drosophila melanogaster	Metazoa	416	False
P47149	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	201	False
Q8N108	Homo sapiens	Metazoa	512	False
P92973	Arabidopsis thaliana	Viridiplantae	608	False
Q17895	Caenorhabditis elegans	Metazoa	249	False
Q9SZ15	Arabidopsis thaliana	Viridiplantae	421	False
Q9SWW6	Arabidopsis thaliana	Viridiplantae	1026	False
Q9BR61	Homo sapiens	Metazoa	282	False
Q07139	Mus musculus	Metazoa	913	False
P22572	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	453	False
Q9ASP6	Arabidopsis thaliana	Viridiplantae	495	False
Q9ER99	Mus musculus	Metazoa	582	False
P32796	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	670	False
Q6NME7	Arabidopsis thaliana	Viridiplantae	127	False
Q8IE47	Plasmodium falciparum (isolate 3D7)	Other	273	False
Q96B26	Homo sapiens	Metazoa	276	False
Q3URD3	Mus musculus	Metazoa	845	False
Q9W1F4	Drosophila melanogaster	Metazoa	616	False
P40493	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	336	False
Q10429	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	875	False
Q09685	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	411	False
P38075	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	228	False
Q9FJI5	Arabidopsis thaliana	Viridiplantae	515	False
O74761	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	459	False
Q9BRS8	Homo sapiens	Metazoa	491	False
O95630	Homo sapiens	Metazoa	424	False
P38770	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	471	False
Q5AFI4	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	337	False
Q14678	Homo sapiens	Metazoa	1352	False
P40063	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	208	False
B8B0E2	Oryza sativa subsp. indica	Viridiplantae	1246	False
Q8N3V7	Homo sapiens	Metazoa	929	False
Q7XJM2	Arabidopsis thaliana	Viridiplantae	618	False
G5EGU9	Caenorhabditis elegans	Metazoa	558	False
Q9LSB9	Arabidopsis thaliana	Viridiplantae	755	False
Q8SX83	Drosophila melanogaster	Metazoa	5560	False
O80931	Arabidopsis thaliana	Viridiplantae	367	False
Q8TDV2	Homo sapiens	Metazoa	347	False
Q9P7P1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	147	False
Q8W489	Arabidopsis thaliana	Viridiplantae	865	False
A0JN39	Bos taurus	Metazoa	953	False
Q16637	Homo sapiens	Metazoa	294	False
Q8GWR1	Arabidopsis thaliana	Viridiplantae	447	False
Q9NQZ6	Homo sapiens	Metazoa	224	False
Q9P804	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	548	False
Q9BQ87	Homo sapiens	Metazoa	522	False
Q84V03	Arabidopsis thaliana	Viridiplantae	778	False
O94294	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	886	False
P23503	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	491	False
Q76PC4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	562	False
P0CG13	Homo sapiens	Metazoa	121	False
Q9FL44	Arabidopsis thaliana	Viridiplantae	235	False
Q12386	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	881	False
Q8SWX0	Drosophila melanogaster	Metazoa	167	False
H2KZB2	Caenorhabditis elegans	Metazoa	603	False
P25618	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	953	True
Q5SWY8	Mus musculus	Metazoa	596	True
P17694	Bos taurus	Metazoa	463	False
P43616	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	481	False
P51946	Homo sapiens	Metazoa	323	False
Q9LUA3	Arabidopsis thaliana	Viridiplantae	122	False
Q9Y3E1	Homo sapiens	Metazoa	203	False
Q9BVS5	Homo sapiens	Metazoa	477	False
Q04613	Arabidopsis thaliana	Viridiplantae	192	True
Q6TA49	Sus scrofa	Metazoa	289	True
Q9Y6X9	Homo sapiens	Metazoa	1032	False
Q99ML0	Mus musculus	Metazoa	440	False
Q8WV93	Homo sapiens	Metazoa	481	False
O95163	Homo sapiens	Metazoa	1332	False
A2AKK5	Mus musculus	Metazoa	416	False
Q8K1Z0	Mus musculus	Metazoa	313	False
O74946	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	574	False
Q9FPW4	Arabidopsis thaliana	Viridiplantae	614	False
I1RC73	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	Fungi	492	False
O14423	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	514	False
D3ZKT0	Rattus norvegicus	Metazoa	337	False
O77475	Drosophila melanogaster	Metazoa	392	True
Q96E11	Homo sapiens	Metazoa	262	False
Q680Q4	Arabidopsis thaliana	Viridiplantae	884	False
O94874	Homo sapiens	Metazoa	794	False
Q9BQ48	Homo sapiens	Metazoa	92	False
Q8L774	Arabidopsis thaliana	Viridiplantae	389	False
Q61146	Mus musculus	Metazoa	521	True
P97855	Mus musculus	Metazoa	465	False
A0A5F8MPU3	Mus musculus	Metazoa	2282	False
P51556	Rattus norvegicus	Metazoa	727	False
P25039	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	761	False
Q9Y448	Homo sapiens	Metazoa	316	False
Q99583	Homo sapiens	Metazoa	582	False
Q9ES40	Rattus norvegicus	Metazoa	188	True
P06526	Bos taurus	Metazoa	509	False
Q9SZ42	Arabidopsis thaliana	Viridiplantae	323	False
Q93034	Homo sapiens	Metazoa	780	False
P49728	Chlamydomonas reinhardtii	Viridiplantae	206	True
P53874	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	792	False
Q75WF1	Vanrija humicola	Fungi	370	False
P32120	Bos taurus	Metazoa	420	False
P32504	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	956	False
Q9P7X2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	533	False
O94478	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	420	False
Q9ZV08	Arabidopsis thaliana	Viridiplantae	291	False
Q7XA66	Arabidopsis thaliana	Viridiplantae	242	False
O04492	Arabidopsis thaliana	Viridiplantae	419	False
O15068	Homo sapiens	Metazoa	1137	False
O35484	Mus musculus	Metazoa	448	False
Q68DK7	Homo sapiens	Metazoa	614	False
Q9VQ89	Drosophila melanogaster	Metazoa	867	False
Q5T8A7	Homo sapiens	Metazoa	1209	False
P01100	Homo sapiens	Metazoa	380	False
P49789	Homo sapiens	Metazoa	147	False
O13329	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566	False
Q70Z53	Homo sapiens	Metazoa	315	False
O74828	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	682	False
Q7LDG7	Homo sapiens	Metazoa	609	False
Q9UQC2	Homo sapiens	Metazoa	676	False
Q03281	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	663	False
B6HU70	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	361	False
O74547	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	422	False
P38222	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	552	False
Q9BVC5	Homo sapiens	Metazoa	232	False
F4KAV2	Arabidopsis thaliana	Viridiplantae	442	False
P0DI81	Homo sapiens	Metazoa	140	False
Q80TG1	Mus musculus	Metazoa	1036	False
Q8BL80	Mus musculus	Metazoa	702	False
Q6R327	Homo sapiens	Metazoa	1708	False
Q1H5E9	Arabidopsis thaliana	Viridiplantae	397	False
P12852	Chlamydomonas reinhardtii	Viridiplantae	199	False
A0A075TXZ8	Penicillium expansum	Fungi	799	False
P43605	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	281	False
P53260	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	183	False
Q15642	Homo sapiens	Metazoa	601	False
Q9VU86	Drosophila melanogaster	Metazoa	1873	False
P53060	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	241	False
P57728	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	148	False
O45717	Caenorhabditis elegans	Metazoa	293	False
Q9FNB0	Arabidopsis thaliana	Viridiplantae	1381	False
Q64279	Mus musculus	Metazoa	216	False
P32367	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	649	False
P53082	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	120	False
Q7ZW57	Xenopus laevis	Metazoa	334	False
Q9P0U1	Homo sapiens	Metazoa	55	True
G5ED29	Caenorhabditis elegans	Metazoa	959	False
P19525	Homo sapiens	Metazoa	551	False
Q9P7G0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	707	False
Q61233	Mus musculus	Metazoa	627	False
P16603	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	691	True
Q9NV56	Homo sapiens	Metazoa	204	False
P78508	Homo sapiens	Metazoa	379	False
Q10337	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	849	False
Q91YE8	Mus musculus	Metazoa	1087	False
P18886	Rattus norvegicus	Metazoa	658	False
Q9H334	Homo sapiens	Metazoa	677	False
Q8IQG1	Drosophila melanogaster	Metazoa	566	False
Q62315	Mus musculus	Metazoa	1234	False
Q05016	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	267	False
Q7Z7H8	Homo sapiens	Metazoa	261	False
Q969L4	Homo sapiens	Metazoa	123	False
Q92585	Homo sapiens	Metazoa	1016	False
P83103	Drosophila melanogaster	Metazoa	566	False
Q10308	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	269	False
P0CT67	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	152	False
O14285	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	164	False
P87152	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	992	False
P07276	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1031	False
P51610	Homo sapiens	Metazoa	2035	False
Q9QY24	Mus musculus	Metazoa	411	False
Q9P805	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	127	False
Q9P287	Homo sapiens	Metazoa	314	False
F4JYE9	Arabidopsis thaliana	Viridiplantae	530	False
Q96HA7	Homo sapiens	Metazoa	1378	False
P61961	Mus musculus	Metazoa	85	False
Q07980	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	695	False
Q9VD44	Drosophila melanogaster	Metazoa	1364	False
Q8TBE7	Homo sapiens	Metazoa	412	False
O95104	Homo sapiens	Metazoa	1147	False
Q1MTQ9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	180	False
Q9NGX9	Drosophila melanogaster	Metazoa	489	False
Q7Z2D5	Homo sapiens	Metazoa	763	True
Q62674	Rattus norvegicus	Metazoa	648	True
Q8N5F7	Homo sapiens	Metazoa	415	False
Q06598	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	404	True
Q8N183	Homo sapiens	Metazoa	169	False
Q9S7Z2	Arabidopsis thaliana	Viridiplantae	319	False
Q9Y6K5	Homo sapiens	Metazoa	1087	False
P19954	Spinacia oleracea	Viridiplantae	302	False
Q06364	Daucus carota	Viridiplantae	489	False
Q86XK2	Homo sapiens	Metazoa	927	False
Q08952	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273	False
P70500	Rattus norvegicus	Metazoa	213	True
P51636	Homo sapiens	Metazoa	162	False
Q6NKS4	Arabidopsis thaliana	Viridiplantae	258	False
P53869	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	86	False
G5ECU7	Caenorhabditis elegans	Metazoa	319	False
P57743	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	89	False
Q9FFZ1	Arabidopsis thaliana	Viridiplantae	484	False
P26449	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	341	False
O95990	Homo sapiens	Metazoa	144	False
Q6PGP7	Homo sapiens	Metazoa	1564	False
Q9Z2F5	Rattus norvegicus	Metazoa	430	False
Q92982	Homo sapiens	Metazoa	152	False
Q86UQ0	Homo sapiens	Metazoa	364	False
P11978	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1358	False
A0A0D1CRD0	Mycosarcoma maydis	Fungi	550	False
A0A163UT06	Caenorhabditis elegans	Metazoa	277	False
Q75QN2	Homo sapiens	Metazoa	995	False
P62942	Homo sapiens	Metazoa	108	False
Q8GXD9	Arabidopsis thaliana	Viridiplantae	644	False
Q04213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	475	False
O74854	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	872	False
B2D6M2	Caenorhabditis elegans	Metazoa	612	False
Q09014	Mus musculus	Metazoa	390	False
D0Q0Y7	Rattus norvegicus	Metazoa	160	True
P41047	Mus musculus	Metazoa	279	False
Q9VKJ3	Drosophila melanogaster	Metazoa	1411	False
A0A0D1E3S6	Mycosarcoma maydis	Fungi	591	False
Q86LG1	Drosophila melanogaster	Metazoa	606	True
P19335	Rattus norvegicus	Metazoa	242	False
P46939	Homo sapiens	Metazoa	3433	False
F4JVI3	Arabidopsis thaliana	Viridiplantae	493	False
Q05809	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	96	False
Q8VZS3	Arabidopsis thaliana	Viridiplantae	354	False
P42338	Homo sapiens	Metazoa	1070	False
Q19872	Caenorhabditis elegans	Metazoa	268	False
Q9ZST4	Arabidopsis thaliana	Viridiplantae	196	False
O13699	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	430	False
Q700C7	Arabidopsis thaliana	Viridiplantae	364	False
P62854	Homo sapiens	Metazoa	115	False
Q86BP6	Drosophila melanogaster	Metazoa	1162	False
Q02685	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	241	False
Q9FNZ4	Arabidopsis thaliana	Viridiplantae	112	False
P20240	Drosophila melanogaster	Metazoa	424	False
B8Y6I0	Zea mays	Viridiplantae	786	False
P25626	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	169	False
Q9VJN5	Drosophila melanogaster	Metazoa	470	False
O13915	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	265	False
Q07362	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	185	False
Q8CF89	Mus musculus	Metazoa	502	False
Q0WUY1	Arabidopsis thaliana	Viridiplantae	534	False
P34886	Caenorhabditis elegans	Metazoa	724	False
O74518	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	336	False
Q9DCR4	Mus musculus	Metazoa	169	False
Q6C7L6	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	237	False
Q8WXE1	Homo sapiens	Metazoa	791	False
O77408	Lymnaea stagnalis	Metazoa	638	False
P56282	Homo sapiens	Metazoa	527	False
Q99MQ3	Mus musculus	Metazoa	580	False
Q09849	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	424	False
P0C089	Rattus norvegicus	Metazoa	193	False
Q8H0V4	Arabidopsis thaliana	Viridiplantae	722	False
Q8IY22	Homo sapiens	Metazoa	773	False
Q9GTP5	Crithidia fasciculata	Other	497	True
Q9WV69	Mus musculus	Metazoa	405	False
Q21986	Caenorhabditis elegans	Metazoa	958	False
O43396	Homo sapiens	Metazoa	289	False
Q5T5X7	Homo sapiens	Metazoa	828	False
Q9FJF4	Arabidopsis thaliana	Viridiplantae	306	False
F4I3P9	Arabidopsis thaliana	Viridiplantae	772	False
Q9M658	Arabidopsis thaliana	Viridiplantae	2001	False
Q969P6	Homo sapiens	Metazoa	601	False
Q3E6R5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	114	True
P0DN34	Mus musculus	Metazoa	57	True
Q03254	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	732	False
Q9FN48	Arabidopsis thaliana	Viridiplantae	387	False
Q5AMH6	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	821	False
F4HYF3	Arabidopsis thaliana	Viridiplantae	401	False
P05435	Spinacia oleracea	Viridiplantae	364	False
P07199	Homo sapiens	Metazoa	599	False
Q9JIH2	Mus musculus	Metazoa	466	False
B5X0I6	Arabidopsis thaliana	Viridiplantae	1091	False
Q7TSH3	Mus musculus	Metazoa	1157	False
P00856	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	48	True
Q3T0J3	Bos taurus	Metazoa	251	False
P53854	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	179	False
P62249	Homo sapiens	Metazoa	146	False
Q99575	Homo sapiens	Metazoa	1024	False
P38325	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	134	True
Q9S720	Arabidopsis thaliana	Viridiplantae	247	False
O74113	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	638	False
Q8LGJ5	Arabidopsis thaliana	Viridiplantae	276	False
P34087	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	171	False
Q9SIU2	Arabidopsis thaliana	Viridiplantae	848	False
O70433	Mus musculus	Metazoa	279	False
Q3V0B4	Mus musculus	Metazoa	1847	False
Q8GYH7	Arabidopsis thaliana	Viridiplantae	249	False
Q10432	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	735	False
Q8L794	Arabidopsis thaliana	Viridiplantae	478	False
Q96N11	Homo sapiens	Metazoa	449	False
Q62261	Mus musculus	Metazoa	2363	False
Q09130	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	446	False
Q18616	Caenorhabditis elegans	Metazoa	537	False
Q9Y5S8	Homo sapiens	Metazoa	564	True
Q9W148	Drosophila melanogaster	Metazoa	731	False
Q7Z7G2	Homo sapiens	Metazoa	160	False
Q9H4Z3	Homo sapiens	Metazoa	704	False
P38806	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	282	False
P80680	Zea mays	Viridiplantae	97	False
Q9BS16	Homo sapiens	Metazoa	269	False
P32569	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	687	False
P99028	Mus musculus	Metazoa	89	False
Q8R400	Mus musculus	Metazoa	80	True
Q9HB96	Homo sapiens	Metazoa	536	False
Q9LFP6	Arabidopsis thaliana	Viridiplantae	367	False
O22287	Arabidopsis thaliana	Viridiplantae	361	False
B4DJY2	Homo sapiens	Metazoa	109	True
P18296	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1828	False
Q2THW7	Rattus norvegicus	Metazoa	715	True
Q8VWG3	Arabidopsis thaliana	Viridiplantae	303	False
Q9SPU7	Arabidopsis thaliana	Viridiplantae	1123	False
O76054	Homo sapiens	Metazoa	403	False
P32445	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	135	False
Q22355	Caenorhabditis elegans	Metazoa	377	False
O14044	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	241	False
Q9VBW9	Drosophila melanogaster	Metazoa	419	False
Q9VKV5	Drosophila melanogaster	Metazoa	319	False
Q9Y287	Homo sapiens	Metazoa	266	False
Q9QXV1	Mus musculus	Metazoa	362	False
Q9Z2N6	Rattus norvegicus	Metazoa	79	False
Q9VLD6	Drosophila melanogaster	Metazoa	315	False
Q09683	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	649	False
Q9P0U4	Homo sapiens	Metazoa	656	False
B8BDQ4	Oryza sativa subsp. indica	Viridiplantae	696	False
Q9H1P3	Homo sapiens	Metazoa	480	False
Q9NXR7	Homo sapiens	Metazoa	383	False
Q9Z2F6	Mus musculus	Metazoa	448	False
O78750	Ovis aries	Metazoa	227	False
Q54XY4	Dictyostelium discoideum	Other	1582	False
Q6IR42	Mus musculus	Metazoa	630	False
P06838	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	210	False
Q2M3C6	Homo sapiens	Metazoa	523	False
Q581T1	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	2167	False
Q9Z1B8	Mus musculus	Metazoa	559	False
Q7S5M7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	64	True
Q03673	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	198	False
Q6UXV4	Homo sapiens	Metazoa	268	False
Q9V629	Drosophila melanogaster	Metazoa	384	False
Q7RYW7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	396	False
